timestamps,TP9,AF7,AF8,TP10,Right AUX
1744258698.048,13.184,-34.668,84.473,-11.230,-121.582
1744258698.051,-83.496,-41.504,-146.484,-43.945,-79.590
1744258698.055,-103.027,-41.504,-195.801,-62.988,-3.418
1744258698.059,-5.859,-27.344,36.133,-29.785,32.715
1744258698.063,28.809,-25.391,124.023,-8.789,26.855
1744258698.067,-54.688,-52.734,-91.797,-49.316,-37.598
1744258698.071,-110.352,-45.410,-205.566,-67.871,-48.340
1744258698.075,-38.574,-24.902,-17.578,-35.645,-49.316
1744258698.079,35.156,-26.855,128.906,2.441,-76.660
1744258698.083,-23.438,-30.273,-7.324,-12.695,-50.293
1744258698.087,-98.145,-34.668,-185.059,-70.312,-50.781
1744258698.090,-57.129,-35.156,-83.008,-52.246,-26.367
1744258698.094,28.320,-20.508,119.629,2.930,-14.648
1744258698.098,5.859,-26.367,48.340,-15.137,-47.363
1744258698.102,-91.309,-46.875,-180.664,-64.941,-121.094
1744258698.106,-84.473,-32.227,-145.996,-50.781,-48.828
1744258698.110,12.695,-12.695,85.938,4.395,56.641
1744258698.114,20.996,-15.137,98.633,-2.930,-31.738
1744258698.118,-72.266,-30.273,-128.418,-62.988,-111.816
1744258698.122,-103.516,-34.668,-181.152,-69.824,-92.285
1744258698.126,-18.555,-23.926,40.527,-25.879,-12.695
1744258698.130,31.250,-17.090,146.973,-8.789,-2.441
1744258698.133,-45.898,-32.227,-49.316,-50.293,-83.984
1744258698.137,-110.352,-50.293,-201.660,-77.148,-3.906
1744258698.141,-33.691,-36.621,-30.273,-35.645,96.191
1744258698.145,37.109,-24.414,144.531,-2.930,39.062
1744258698.149,-17.090,-41.992,-2.930,-39.551,-51.270
1744258698.153,-95.703,-46.875,-207.031,-78.125,-154.297
1744258698.157,-60.059,-36.621,-110.352,-48.828,-104.492
1744258698.161,41.992,-22.461,114.746,-10.254,-36.133
1744258698.165,28.320,-22.949,73.730,-20.020,-103.027
1744258698.169,-77.148,-40.527,-169.434,-49.805,-92.773
1744258698.173,-83.496,-40.039,-174.316,-35.156,-5.371
1744258698.176,16.113,-24.902,89.844,5.371,36.621
1744258698.180,29.785,-13.672,137.695,14.160,-22.461
1744258698.184,-64.941,-24.414,-110.840,-29.785,-105.957
1744258698.188,-105.957,-38.086,-201.660,-53.223,-61.035
1744258698.192,-16.602,-20.020,15.137,-17.090,35.645
1744258698.196,44.922,-7.324,142.090,3.418,7.324
1744258698.200,-30.762,-26.367,-42.969,-34.180,-74.219
1744258698.204,-104.492,-43.945,-207.031,-60.059,-30.273
1744258698.208,-48.828,-35.156,-50.293,-20.508,6.836
1744258698.212,38.574,-17.578,140.625,4.883,-41.016
1744258698.215,5.371,-21.973,26.855,-26.367,-109.375
1744258698.219,-93.750,-40.527,-189.453,-67.871,-65.918
1744258698.223,-73.730,-31.250,-110.352,-49.316,49.316
1744258698.227,25.391,-10.742,133.301,5.859,44.922
1744258698.231,15.625,-23.438,103.516,-10.254,51.270
1744258698.235,-85.938,-50.781,-148.438,-57.129,-8.301
1744258698.239,-111.816,-49.805,-169.434,-53.711,-33.203
1744258698.243,-19.531,-26.855,54.199,-9.277,62.988
1744258698.247,20.508,-25.391,105.469,-13.184,32.227
1744258698.251,-66.406,-40.527,-110.352,-55.664,-58.594
1744258698.255,-114.746,-31.250,-206.543,-70.801,14.160
1744258698.258,-34.668,-10.742,-5.859,-34.180,32.227
1744258698.262,31.250,-5.371,138.184,8.301,-59.082
1744258698.266,-32.715,-21.484,-31.250,-25.879,-70.801
1744258698.270,-110.840,-38.086,-203.125,-70.801,-45.410
1744258698.274,-53.223,-23.926,-60.059,-20.996,-38.086
1744258698.278,34.180,-15.137,126.953,12.695,-24.414
1744258698.282,-2.930,-43.457,16.113,-26.367,-13.672
1744258698.286,-94.238,-38.574,-192.383,-69.824,3.418
1744258698.290,-79.102,-25.391,-147.461,-62.988,0.488
1744258698.294,24.902,-19.531,81.543,-18.555,1.953
1744258698.298,35.156,-22.949,87.402,-15.625,-46.875
1744258698.301,-66.895,-41.992,-140.625,-52.734,-69.824
1744258698.305,-98.633,-41.992,-183.594,-59.082,-5.371
1744258698.309,-3.906,-30.762,37.598,-20.508,52.246
1744258698.313,38.086,-35.156,115.723,-13.184,-3.418
1744258698.317,-45.898,-41.992,-80.566,-53.711,-107.422
1744258698.321,-100.586,-40.039,-183.105,-61.523,-92.285
1744258698.325,-31.250,-31.250,-6.836,-4.883,5.859
1744258698.329,42.969,-19.531,139.160,14.160,-3.906
1744258698.333,-19.531,-23.438,1.465,-24.414,-72.754
1744258698.337,-110.840,-40.527,-197.754,-34.180,-70.312
1744258698.340,-70.801,-32.715,-105.469,-17.578,5.371
1744258698.344,20.508,-15.625,112.793,19.531,18.555
1744258698.348,-7.324,-21.973,61.035,28.320,-61.523
1744258698.352,-108.398,-41.504,-170.898,-50.293,-11.719
1744258698.356,-98.633,-39.551,-157.715,-58.105,20.508
1744258698.360,9.766,-13.672,82.031,2.441,21.484
1744258698.364,29.785,-9.277,121.094,7.324,8.301
1744258698.368,-69.336,-35.156,-109.375,-31.738,-30.273
1744258698.372,-107.422,-43.457,-194.824,-53.223,-8.789
1744258698.376,-11.719,-22.461,10.742,-6.836,26.855
1744258698.380,42.480,-14.648,127.441,21.973,18.066
1744258698.383,-37.598,-32.227,-64.453,-28.320,-102.051
1744258698.387,-103.027,-41.016,-205.566,-47.363,-96.191
1744258698.391,-42.969,-31.738,-36.133,-28.320,46.875
1744258698.395,33.203,-19.043,128.418,-13.672,32.227
1744258698.399,-20.508,-33.203,-6.836,-38.086,-34.180
1744258698.403,-107.422,-55.176,-189.941,-73.730,14.160
1744258698.407,-80.566,-38.086,-109.375,-58.105,69.824
1744258698.411,16.602,-14.648,125.488,-17.578,72.266
1744258698.415,15.625,-14.648,103.027,-17.578,-4.883
1744258698.419,-88.867,-37.109,-154.785,-62.988,-88.867
1744258698.422,-104.004,-40.039,-162.598,-52.734,-55.664
1744258698.426,-5.371,-23.926,89.844,0.488,-0.977
1744258698.430,20.508,-24.902,126.465,-7.812,-32.227
1744258698.434,-62.988,-43.457,-108.398,-38.086,-62.012
1744258698.438,-93.750,-46.875,-194.336,-44.434,-63.965
1744258698.442,-16.113,-25.879,22.461,-7.812,-78.125
1744258698.446,42.969,-15.137,156.250,23.926,-149.414
1744258698.450,-21.484,-30.273,-29.785,-15.137,-214.844
1744258698.454,-96.680,-45.898,-206.055,-41.992,-187.988
1744258698.458,-36.133,-33.203,-52.734,-3.906,-120.605
1744258698.462,58.105,-12.207,158.203,30.762,-52.246
1744258698.465,23.438,-27.344,45.898,-0.977,-53.223
1744258698.469,-71.777,-63.477,-199.707,-45.410,-133.789
1744258698.473,-51.758,-47.363,-142.578,-24.414,-31.250
1744258698.477,47.852,-15.137,100.586,19.531,74.219
1744258698.481,37.109,-22.461,88.379,12.207,17.090
1744258698.485,-76.660,-45.410,-156.250,-44.434,-51.758
1744258698.489,-92.285,-41.016,-179.688,-51.758,-45.410
1744258698.493,5.859,-20.020,60.059,-0.488,61.523
1744258698.497,35.645,-18.555,126.953,7.324,122.070
1744258698.501,-55.176,-35.645,-94.727,-53.223,-38.574
1744258698.505,-106.445,-36.621,-190.430,-76.660,-141.113
1744258698.508,-21.973,-23.438,11.719,-40.039,109.375
1744258698.512,41.016,-29.785,135.254,-17.578,74.219
1744258698.516,-26.367,-44.922,-37.109,-48.340,-194.824
1744258698.520,-104.492,-48.828,-204.590,-85.938,-138.184
1744258698.524,-58.105,-43.945,-85.938,-59.570,-5.371
1744258698.528,38.574,-31.250,107.422,-13.184,-38.086
1744258698.532,10.254,-35.156,32.227,-27.344,-86.914
1744258698.536,-91.309,-60.547,-186.523,-64.453,-56.641
1744258698.540,-79.590,-56.641,-155.273,-45.410,-41.016
1744258698.544,26.367,-17.578,89.844,-5.859,-26.855
1744258698.547,35.156,-22.949,104.492,-6.836,-35.156
1744258698.551,-70.801,-42.969,-126.953,-53.711,-28.809
1744258698.555,-91.797,-40.039,-172.363,-59.570,-20.996
1744258698.559,10.254,-24.414,43.457,1.953,-1.465
1744258698.563,46.387,-23.926,119.141,4.883,-2.441
1744258698.567,-42.480,-41.016,-83.496,-50.293,-24.414
1744258698.571,-97.656,-41.504,-201.660,-67.383,-105.957
1744258698.575,-27.832,-29.785,-28.320,-26.855,-115.234
1744258698.579,39.062,-20.996,123.047,-3.906,39.551
1744258698.583,-14.648,-22.949,-3.418,-28.809,-40.527
1744258698.587,-101.562,-39.551,-194.336,-66.406,-127.930
1744258698.590,-60.547,-44.434,-108.398,-47.363,-37.109
1744258698.594,31.250,-20.996,106.445,-0.488,-37.598
1744258698.598,9.277,-14.648,63.477,-8.789,-82.520
1744258698.602,-90.332,-36.133,-161.621,-44.922,-38.574
1744258698.606,-90.332,-38.574,-169.434,-54.688,14.160
1744258698.610,19.043,-17.090,64.453,-21.484,20.508
1744258698.614,38.574,-16.602,112.793,-14.160,-1.953
1744258698.618,-70.312,-40.527,-126.465,-52.246,-17.578
1744258698.622,-97.656,-38.574,-200.195,-51.270,32.227
1744258698.626,0.977,-15.137,21.484,-12.207,81.055
1744258698.630,44.922,-14.648,131.836,-5.371,94.727
1744258698.633,-33.203,-33.203,-51.758,-34.180,70.312
1744258698.637,-96.680,-45.898,-200.195,-56.152,-33.203
1744258698.641,-39.062,-53.711,-46.875,-42.969,-44.922
1744258698.645,41.504,-25.391,147.461,-10.254,-5.371
1744258698.649,-1.953,-19.531,27.832,-27.832,-47.852
1744258698.653,-89.355,-49.316,-188.965,-70.801,-54.688
1744258698.657,-69.824,-39.551,-127.930,-45.898,-24.414
1744258698.661,24.902,-12.695,101.074,1.465,-11.719
1744258698.665,25.879,-14.648,79.590,-20.020,-81.055
1744258698.669,-75.684,-33.691,-162.598,-60.547,-116.699
1744258698.672,-84.473,-33.691,-180.176,-51.270,-27.344
1744258698.676,15.137,-15.625,61.035,-4.395,-19.043
1744258698.680,43.457,-14.648,124.512,-2.930,-71.289
1744258698.684,-45.410,-39.062,-106.934,-46.875,-53.711
1744258698.688,-101.562,-48.340,-214.355,-55.664,-17.578
1744258698.692,-20.508,-20.508,10.254,-33.203,43.945
1744258698.696,44.434,-12.695,142.578,-17.578,23.926
1744258698.700,-31.250,-34.180,-51.270,-35.156,-52.246
1744258698.704,-110.352,-39.062,-209.961,-68.359,-99.609
1744258698.708,-59.082,-29.297,-72.266,-34.180,-67.383
1744258698.712,28.320,-21.484,117.188,10.742,-5.859
1744258698.715,-3.418,-24.902,18.555,-29.785,-32.227
1744258698.719,-96.680,-36.621,-206.055,-72.266,-55.176
1744258698.723,-74.219,-38.574,-145.020,-51.758,12.695
1744258698.727,39.551,-20.508,103.516,-0.488,70.801
1744258698.731,35.645,-20.508,98.145,0.977,-1.953
1744258698.735,-77.148,-44.922,-149.902,-43.945,-134.277
1744258698.739,-89.355,-37.598,-168.457,-60.547,-88.867
1744258698.743,15.625,-16.113,73.730,-11.719,-35.645
1744258698.747,48.340,-23.926,133.789,2.930,-108.398
1744258698.751,-47.363,-47.852,-96.680,-41.016,-152.832
1744258698.754,-99.609,-61.035,-209.473,-58.105,-250.488
1744258698.758,-22.949,-29.297,-12.695,-19.531,-176.758
1744258698.762,42.969,-10.254,138.184,15.137,-89.355
1744258698.766,-18.555,-29.785,-32.227,-26.855,-167.480
1744258698.770,-101.562,-41.504,-213.379,-73.730,-117.188
1744258698.774,-59.570,-34.668,-86.426,-47.363,-25.879
1744258698.778,40.039,-23.926,122.070,-3.418,-13.672
1744258698.782,17.090,-31.250,52.734,-13.184,-86.914
1744258698.786,-86.426,-50.781,-167.969,-62.012,-121.094
1744258698.790,-84.961,-45.898,-138.672,-49.805,-32.227
1744258698.794,11.230,-29.785,88.867,2.441,-16.602
1744258698.797,21.484,-30.762,102.539,0.000,-84.473
1744258698.801,-76.172,-44.434,-129.883,-48.828,-83.984
1744258698.805,-102.051,-49.805,-199.707,-59.082,-57.129
1744258698.809,-6.348,-29.297,25.879,-16.113,-28.809
1744258698.813,35.645,-25.391,125.977,3.906,-40.039
1744258698.817,-47.363,-47.363,-79.102,-38.086,-84.961
1744258698.821,-102.051,-42.480,-210.449,-61.035,-64.453
1744258698.825,-28.320,-26.367,-29.297,-17.090,-48.340
1744258698.829,40.527,-20.020,126.953,17.578,7.324
1744258698.833,-10.742,-21.484,-7.812,-38.086,43.945
1744258698.837,-92.773,-29.297,-189.941,-89.844,41.504
1744258698.840,-62.500,-29.297,-107.910,-52.246,47.852
1744258698.844,37.598,-24.414,101.562,-13.184,-5.859
1744258698.848,27.344,-28.809,60.059,-23.438,-62.012
1744258698.852,-76.172,-44.434,-166.016,-60.547,-76.660
1744258698.856,-79.102,-39.551,-164.551,-54.688,-43.945
1744258698.860,20.508,-19.531,62.988,-10.254,-16.602
1744258698.864,39.062,-20.996,105.957,-4.883,-7.324
1744258698.868,-57.617,-41.504,-120.117,-40.527,-12.695
1744258698.872,-102.051,-42.480,-204.102,-47.363,-35.156
1744258698.876,-24.414,-30.762,14.160,-15.137,2.441
1744258698.879,36.621,-12.207,144.531,21.973,0.000
1744258698.883,-33.691,-20.996,-32.715,-22.949,-97.168
1744258698.887,-116.699,-54.688,-197.266,-79.102,-85.449
1744258698.891,-60.059,-36.621,-67.383,-48.340,-9.277
1744258698.895,27.832,-9.766,121.582,-7.812,-12.695
1744258698.899,-20.996,-31.250,11.230,-14.648,-27.832
1744258698.903,-116.211,-53.711,-207.520,-75.684,-29.785
1744258698.907,-88.867,-45.410,-140.137,-73.242,-33.203
1744258698.911,12.695,-22.461,100.586,-18.555,-39.551
1744258698.915,4.883,-30.762,75.195,-27.344,-33.691
1744258698.919,-90.820,-52.734,-167.480,-70.801,-84.473
1744258698.922,-102.539,-46.387,-186.035,-63.965,-112.793
1744258698.926,-9.766,-22.949,60.547,-20.508,-44.434
1744258698.930,26.367,-22.461,132.812,-2.930,0.488
1744258698.934,-61.523,-54.199,-104.492,-30.273,-24.414
1744258698.938,-108.887,-63.477,-222.168,-68.359,-29.297
1744258698.942,-29.785,-37.598,-8.301,-35.645,-19.043
1744258698.946,34.668,-24.414,130.371,-9.277,19.531
1744258698.950,-32.715,-42.480,-46.875,-41.016,-19.531
1744258698.954,-112.793,-50.781,-211.426,-63.965,-48.340
1744258698.958,-52.734,-33.691,-71.777,-31.738,-43.457
1744258698.962,46.387,-17.090,133.789,6.348,-10.742
1744258698.965,7.324,-29.785,39.062,-10.742,-46.875
1744258698.969,-98.145,-55.176,-195.801,-55.664,-102.051
1744258698.973,-76.172,-36.621,-136.230,-41.992,11.230
1744258698.977,25.391,-14.160,110.352,13.672,70.801
1744258698.981,21.973,-26.367,87.891,-1.465,41.504
1744258698.985,-82.031,-43.457,-157.715,-47.363,-22.949
1744258698.989,-101.562,-39.062,-178.223,-42.969,-27.832
1744258698.993,-2.441,-20.508,51.270,-17.090,44.434
1744258698.997,27.832,-17.090,118.652,-9.277,-22.949
1744258699.001,-60.059,-40.527,-86.426,-49.805,-87.402
1744258699.004,-103.516,-52.734,-205.566,-69.336,-82.031
1744258699.008,-36.133,-25.391,-28.320,-29.297,8.789
1744258699.012,27.832,-13.672,126.953,2.441,63.965
1744258699.016,-33.203,-33.203,-36.133,-32.715,-51.758
1744258699.020,-110.352,-47.363,-204.590,-71.289,-74.219
1744258699.024,-59.570,-20.020,-81.055,-44.434,1.465
1744258699.028,34.668,2.930,116.699,1.465,-28.320
1744258699.032,9.277,-10.254,41.992,-19.531,-0.977
1744258699.036,-90.820,-27.832,-186.035,-61.035,29.785
1744258699.040,-83.984,-29.785,-163.086,-42.969,92.773
1744258699.044,19.531,-10.254,79.102,10.254,124.512
1744258699.047,32.715,-5.371,105.469,-0.488,4.883
1744258699.051,-62.988,-23.438,-126.953,-63.477,-50.781
1744258699.055,-97.168,-32.227,-192.871,-65.430,3.418
1744258699.059,-11.719,-20.508,23.438,-27.344,7.324
1744258699.063,40.039,-15.137,126.953,-10.254,-22.949
1744258699.067,-37.109,-30.273,-56.641,-45.898,-83.008
1744258699.071,-106.934,-37.109,-193.359,-69.824,-63.965
1744258699.075,-45.898,-25.391,-41.504,-27.832,-20.996
1744258699.079,37.598,-9.277,134.277,9.277,-18.066
1744258699.083,-11.719,-17.090,11.719,-17.578,-84.961
1744258699.086,-108.887,-41.992,-204.590,-51.270,-147.461
1744258699.090,-77.637,-40.527,-120.605,-37.109,-35.645
1744258699.094,31.250,-18.555,108.398,0.977,48.340
1744258699.098,18.066,-19.043,70.312,-12.207,-8.789
1744258699.102,-93.750,-40.039,-168.945,-68.848,-42.480
1744258699.106,-100.586,-41.504,-176.758,-72.266,7.812
1744258699.110,6.348,-20.996,56.152,-14.160,27.832
1744258699.114,37.109,-10.254,123.047,-15.625,-60.547
1744258699.118,-60.547,-38.086,-97.656,-73.242,-119.629
1744258699.122,-106.934,-45.410,-200.195,-66.406,-66.406
1744258699.126,-18.066,-17.578,-1.465,-21.484,-11.719
1744258699.129,36.133,-15.137,108.887,-6.348,-39.551
1744258699.133,-36.621,-32.715,-73.242,-41.016,-90.332
1744258699.137,-101.074,-40.527,-227.051,-62.500,-50.293
1744258699.141,-40.039,-25.391,-74.219,-32.715,43.457
1744258699.145,41.016,-23.438,125.488,6.836,31.250
1744258699.149,-0.977,-29.785,22.461,-12.207,-65.430
1744258699.153,-89.355,-27.344,-195.312,-57.129,-57.129
1744258699.157,-70.312,-28.809,-138.184,-43.457,7.812
1744258699.161,29.785,-14.648,102.539,0.488,49.805
1744258699.165,32.227,-13.672,102.051,-5.859,60.059
1744258699.169,-69.824,-39.551,-145.508,-51.758,-56.152
1744258699.172,-88.379,-40.039,-185.059,-48.828,-101.074
1744258699.176,17.578,-16.602,64.453,-10.742,-83.984
1744258699.180,51.758,-23.438,125.488,-5.371,-143.555
1744258699.184,-41.992,-43.457,-108.887,-46.387,-125.000
1744258699.188,-100.586,-43.945,-217.285,-61.523,12.695
1744258699.192,-30.273,-26.855,-15.625,-24.414,45.898
1744258699.196,38.086,-16.113,127.930,1.465,24.902
1744258699.200,-28.320,-31.250,-36.621,-29.785,-13.184
1744258699.204,-101.562,-43.457,-214.355,-49.316,-75.684
1744258699.208,-46.387,-27.832,-79.590,-18.555,-39.062
1744258699.211,45.410,-6.348,145.020,8.789,0.488
1744258699.215,13.672,-23.926,45.410,-6.348,-113.281
1744258699.219,-93.750,-53.711,-212.891,-59.082,-180.176
1744258699.223,-86.914,-43.457,-161.621,-55.176,-42.969
1744258699.227,12.695,-15.625,95.215,0.977,29.785
1744258699.231,20.996,-22.461,88.867,0.000,-38.574
1744258699.235,-76.660,-51.270,-159.180,-46.875,-50.781
1744258699.239,-104.980,-47.363,-196.777,-51.758,1.465
1744258699.243,-3.418,-22.949,42.969,-1.953,28.809
1744258699.247,43.457,-27.832,121.582,4.395,-9.766
1744258699.251,-48.340,-46.875,-94.727,-40.039,-74.707
1744258699.254,-111.816,-40.527,-207.520,-64.941,-59.570
1744258699.258,-31.738,-25.879,-20.020,-32.227,70.312
1744258699.262,41.016,-26.855,121.582,-3.418,61.523
1744258699.266,-20.996,-36.621,-29.297,-40.527,-25.879
1744258699.270,-103.516,-41.504,-206.055,-66.406,-16.113
1744258699.274,-67.383,-39.062,-106.934,-34.180,-17.578
1744258699.278,30.762,-23.438,111.328,4.883,-49.316
1744258699.282,17.578,-18.555,59.082,-5.859,-71.777
1744258699.286,-83.496,-32.715,-168.945,-43.457,-78.125
1744258699.290,-82.031,-31.250,-152.832,-40.527,-47.363
1744258699.294,22.461,-16.113,77.148,-6.836,-36.621
1744258699.297,41.016,-13.184,109.375,1.465,-53.711
1744258699.301,-55.176,-31.738,-105.469,-38.574,-72.266
1744258699.305,-92.773,-38.574,-172.363,-42.969,-30.762
1744258699.309,-4.395,-21.484,33.691,9.277,2.441
1744258699.313,41.504,-16.602,129.883,1.465,-41.016
1744258699.317,-37.109,-25.391,-59.570,-70.312,-66.895
1744258699.321,-104.980,-37.109,-206.055,-83.984,-56.152
1744258699.325,-43.945,-21.973,-42.969,-33.691,3.418
1744258699.329,39.551,-7.324,135.254,-0.488,-44.434
1744258699.333,-2.930,-20.996,18.555,-20.508,-71.777
1744258699.336,-96.191,-37.598,-188.477,-60.547,-18.066
1744258699.340,-73.730,-35.156,-112.793,-50.781,-35.156
1744258699.344,22.949,-25.391,113.281,-5.371,-0.977
1744258699.348,19.531,-16.602,94.727,-21.484,-20.996
1744258699.352,-78.613,-30.273,-135.254,-63.477,-101.074
1744258699.356,-94.727,-45.898,-175.293,-60.059,-85.938
1744258699.360,-3.418,-22.949,66.895,-14.160,-31.250
1744258699.364,20.996,-18.066,143.555,1.953,-7.324
1744258699.368,-66.895,-43.945,-101.562,-39.551,-88.379
1744258699.372,-107.910,-50.781,-213.867,-58.594,-84.473
1744258699.376,-25.879,-40.527,-10.742,-23.926,-33.203
1744258699.379,40.527,-21.973,125.488,-15.137,22.949
1744258699.383,-24.902,-30.762,-49.805,-51.270,-26.367
1744258699.387,-109.375,-43.457,-209.473,-76.172,-102.539
1744258699.391,-58.105,-31.738,-66.895,-44.922,-6.348
1744258699.395,33.203,-13.672,134.766,-6.348,91.309
1744258699.399,-5.371,-27.832,45.410,-26.855,20.996
1744258699.403,-106.934,-54.199,-188.477,-67.383,-104.492
1744258699.407,-87.891,-52.246,-143.066,-55.176,-84.961
1744258699.411,13.672,-31.250,92.773,-13.184,87.402
1744258699.415,15.137,-32.227,88.379,-7.324,77.148
1744258699.418,-82.031,-55.176,-138.184,-30.762,-58.105
1744258699.422,-97.168,-48.340,-169.922,-47.852,-91.309
1744258699.426,1.953,-29.785,55.176,-22.949,-38.574
1744258699.430,41.504,-24.414,139.648,-3.906,-107.422
1744258699.434,-47.363,-46.387,-79.590,-29.297,-112.305
1744258699.438,-112.305,-60.059,-207.520,-56.152,-84.473
1744258699.442,-34.668,-29.785,5.859,-21.973,-65.430
1744258699.446,38.086,-13.184,162.598,10.742,-45.898
1744258699.450,-26.367,-38.574,-15.137,-23.438,-104.492
1744258699.454,-107.422,-59.570,-204.590,-57.617,-120.117
1744258699.458,-59.570,-39.551,-78.613,-29.297,-60.059
1744258699.461,26.367,-22.461,122.559,8.789,16.602
1744258699.465,-0.488,-30.273,50.293,-6.348,-41.992
1744258699.469,-102.051,-46.875,-183.105,-38.574,-68.359
1744258699.473,-90.820,-41.016,-160.645,-61.035,10.254
1744258699.477,26.367,-21.973,84.473,-24.902,20.996
1744258699.481,38.574,-23.926,111.816,-5.371,-50.781
1744258699.485,-68.359,-48.340,-125.000,-52.734,-61.523
1744258699.489,-99.609,-49.805,-176.270,-53.711,12.695
1744258699.493,-7.324,-19.531,58.105,0.488,38.574
1744258699.497,41.504,-20.020,137.695,9.766,62.012
1744258699.501,-44.434,-51.270,-84.961,-39.551,-7.324
1744258699.504,-114.258,-53.711,-216.797,-56.152,-131.348
1744258699.508,-38.086,-28.809,-36.621,-16.113,-40.039
1744258699.512,45.898,-25.879,137.207,15.625,40.527
1744258699.516,-9.277,-39.062,-0.977,-8.301,35.645
1744258699.520,-93.262,-37.598,-203.125,-39.551,0.000
1744258699.524,-57.129,-24.902,-107.910,-29.785,-12.695
1744258699.528,33.203,-9.277,119.629,3.418,-11.719
1744258699.532,11.719,-23.438,72.754,-15.625,-5.371
1744258699.536,-93.262,-43.945,-161.621,-62.988,61.035
1744258699.540,-95.703,-36.621,-152.344,-51.758,30.273
1744258699.543,2.441,-20.996,81.055,-8.789,34.668
1744258699.547,21.484,-21.484,106.445,-4.883,0.488
1744258699.551,-79.102,-42.480,-126.953,-53.711,-121.582
1744258699.555,-117.188,-52.734,-212.891,-61.523,-114.746
1744258699.559,-24.414,-29.297,8.789,-14.160,24.902
1744258699.563,37.109,-23.438,135.254,1.465,23.438
1744258699.567,-38.574,-41.992,-62.988,-38.574,-94.727
1744258699.571,-115.234,-41.504,-219.727,-75.195,-105.469
1744258699.575,-57.129,-29.785,-59.570,-49.805,-28.809
1744258699.579,25.391,-20.996,121.094,-20.996,-33.691
1744258699.583,-19.043,-27.344,19.531,-47.852,-129.883
1744258699.586,-110.840,-48.828,-193.359,-83.496,-86.914
1744258699.590,-85.449,-44.922,-144.043,-69.824,-68.848
1744258699.594,16.113,-25.879,80.566,-17.090,-31.738
1744258699.598,14.648,-22.949,77.637,-16.113,-13.672
1744258699.602,-86.426,-40.039,-148.926,-65.430,-29.297
1744258699.606,-98.633,-45.410,-185.059,-63.965,15.625
1744258699.610,3.906,-25.391,47.852,-3.418,95.703
1744258699.614,38.574,-17.090,114.258,3.418,103.516
1744258699.618,-53.711,-34.180,-104.492,-50.781,-59.570
1744258699.622,-108.887,-44.922,-206.543,-65.430,-98.145
1744258699.626,-22.461,-25.391,-6.348,-29.297,34.180
1744258699.629,40.527,-13.672,146.973,-5.371,51.758
1744258699.633,-24.414,-34.180,-9.766,-30.762,-45.410
1744258699.637,-99.121,-46.387,-199.219,-53.223,-116.699
1744258699.641,-59.082,-33.691,-77.637,-20.508,-67.871
1744258699.645,27.832,-17.090,135.254,-5.371,75.195
1744258699.649,-0.488,-27.344,41.504,-25.391,95.703
1744258699.653,-98.145,-43.457,-197.266,-56.152,-38.086
1744258699.657,-83.496,-35.645,-151.367,-53.711,-101.562
1744258699.661,25.391,-18.555,98.633,-12.695,-31.250
1744258699.665,37.109,-16.602,95.215,6.836,-14.160
1744258699.668,-74.219,-37.598,-155.762,-50.293,-1.465
1744258699.672,-101.074,-41.016,-198.242,-60.547,59.570
1744258699.676,4.883,-13.184,54.688,-2.930,101.562
1744258699.680,44.434,-11.719,143.066,-2.930,85.449
1744258699.684,-46.387,-35.645,-86.426,-48.828,-21.973
1744258699.688,-98.633,-38.574,-215.332,-66.406,-59.570
1744258699.692,-25.391,-24.902,-28.809,-23.438,-1.465
1744258699.696,41.504,-13.672,138.184,10.254,-41.992
1744258699.700,-15.625,-21.973,-6.348,-21.484,-67.383
1744258699.704,-95.215,-40.527,-199.707,-54.199,-75.684
1744258699.708,-48.828,-25.879,-84.961,-26.367,-98.145
1744258699.711,40.039,-6.348,129.395,-4.395,-59.082
1744258699.715,9.766,-21.484,59.570,-25.879,-148.926
1744258699.719,-79.590,-36.621,-167.480,-48.828,-146.973
1744258699.723,-66.895,-22.949,-131.836,-41.504,-36.133
1744258699.727,16.602,-13.184,105.957,-15.625,-41.016
1744258699.731,19.043,-28.320,101.074,-19.531,-87.402
1744258699.735,-83.984,-45.410,-132.324,-62.500,-113.770
1744258699.739,-127.441,-37.598,-181.152,-68.848,-82.031
1744258699.743,-37.109,-24.414,31.250,-35.645,-15.137
1744258699.747,11.230,-22.949,125.488,-30.273,13.672
1744258699.750,-75.195,-30.762,-78.613,-72.266,-5.371
1744258699.754,-142.090,-35.156,-219.238,-86.914,-56.641
1744258699.758,-78.613,-22.949,-44.434,-49.316,-59.570
1744258699.762,1.953,-6.836,130.371,-36.133,-39.062
1744258699.766,-46.875,-13.672,0.488,-68.359,-15.625
1744258699.770,-147.461,-21.973,-194.336,-104.980,-32.227
1744258699.774,-118.164,-6.348,-102.539,-95.703,-74.219
1744258699.778,-13.184,10.742,113.281,-57.617,-49.316
1744258699.782,-30.762,-7.324,58.105,-61.035,-43.945
1744258699.786,-126.465,-31.738,-178.223,-102.051,-20.508
1744258699.790,-126.953,-20.996,-172.363,-92.285,38.574
1744258699.793,-34.180,-0.488,71.289,-31.738,38.086
1744258699.797,-6.348,-7.812,115.234,-33.691,-40.527
1744258699.801,-93.750,-37.598,-110.840,-78.125,-98.145
1744258699.805,-127.930,-49.805,-198.242,-78.613,-63.965
1744258699.809,-41.016,-15.137,10.742,-30.273,-1.953
1744258699.813,19.531,3.418,144.043,-15.625,-17.090
